Rxn name	Formula	Gene-reaction association	LB	UB	Objective
PLIPA1G140pp	H2O H2O[p] + Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)[p] + H+[p] + Tetradecanoate (n-C14:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA1G141pp	H2O H2O[p] + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)[p] + H+[p] + Tetradecenoate (n-C14:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA1G160pp	H2O H2O[p] + Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)[p] + H+[p] + Hexadecanoate (n-C16:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA1G161pp	H2O H2O[p] + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)[p] + H+[p] + Hexadecenoate (n-C16:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA1G180pp	H2O H2O[p] + Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)[p] + H+[p] + Octadecanoate (n-C18:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA1G181pp	H2O H2O[p] + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[p] => 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)[p] + H+[p] + Octadecenoate (n-C18:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2A120pp	H2O H2O[p] + 1,2-didodecanoyl-sn-glycerol 3-phosphate[p] => 1-dodecanoyl-sn-glycerol 3-phosphate[p] + Dodecanoate (n-C12:0)[p] + H+[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2A140pp	H2O H2O[p] + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[p] => 1-tetradecanoyl-sn-glycerol 3-phosphate[p] + H+[p] + Tetradecanoate (n-C14:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2A141pp	H2O H2O[p] + 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate[p] => 1-tetradec-7-enoyl-sn-glycerol 3-phosphate[p] + H+[p] + Tetradecenoate (n-C14:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2A160pp	H2O H2O[p] + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate[p] => 1-hexadecanoyl-sn-glycerol 3-phosphate[p] + H+[p] + Hexadecanoate (n-C16:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2A161pp	H2O H2O[p] + 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate[p] => 1-hexadec-9-enoyl-sn-glycerol 3-phosphate[p] + H+[p] + Hexadecenoate (n-C16:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2A180pp	H2O H2O[p] + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate[p] => 1-octadecanoyl-sn-glycerol 3-phosphate[p] + H+[p] + Octadecanoate (n-C18:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2A181pp	H2O H2O[p] + 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[p] => 1-octadec-11-enoyl-sn-glycerol 3-phosphate[p] + H+[p] + Octadecenoate (n-C18:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2E120pp	H2O H2O[p] + Phosphatidylethanolamine (didodecanoyl, n-C12:0)[p] => 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)[p] + Dodecanoate (n-C12:0)[p] + H+[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2E140pp	H2O H2O[p] + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)[p] => 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)[p] + H+[p] + Tetradecanoate (n-C14:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2E141pp	H2O H2O[p] + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)[p] => 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)[p] + H+[p] + Tetradecenoate (n-C14:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2E160pp	H2O H2O[p] + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)[p] => 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)[p] + H+[p] + Hexadecanoate (n-C16:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2E161pp	H2O H2O[p] + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)[p] => 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)[p] + H+[p] + Hexadecenoate (n-C16:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2E180pp	H2O H2O[p] + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)[p] => 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)[p] + H+[p] + Octadecanoate (n-C18:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2E181pp	H2O H2O[p] + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)[p] => 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)[p] + H+[p] + Octadecenoate (n-C18:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2G120pp	H2O H2O[p] + Phosphatidylglycerol (didodecanoyl, n-C12:0)[p] => 1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)[p] + Dodecanoate (n-C12:0)[p] + H+[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2G140pp	H2O H2O[p] + Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[p] => 1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)[p] + H+[p] + Tetradecanoate (n-C14:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2G141pp	H2O H2O[p] + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[p] => 1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)[p] + H+[p] + Tetradecenoate (n-C14:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2G160pp	H2O H2O[p] + Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[p] => 1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)[p] + H+[p] + Hexadecanoate (n-C16:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2G161pp	H2O H2O[p] + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[p] => 1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)[p] + H+[p] + Hexadecenoate (n-C16:1)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2G180pp	H2O H2O[p] + Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[p] => 1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)[p] + H+[p] + Octadecanoate (n-C18:0)[p] 	b3821	  0.00	1000.00	  0.00
PLIPA2G181pp	H2O H2O[p] + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[p] => 1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)[p] + H+[p] + Octadecenoate (n-C18:1)[p] 	b3821	  0.00	1000.00	  0.00
PMANM	D-Mannose 1-phosphate[c] <=> D-Mannose 6-phosphate[c] 	b2048	-1000.00	1000.00	  0.00
PMDPHT	5-Amino-6-(5'-phosphoribitylamino)uracil[c] + H2O H2O[c] => 4-(1-D-Ribitylamino)-5-aminouracil[c] + Phosphate[c] 	b0844 or b3812	  0.00	1000.00	  0.00
PMEACPE	H2O H2O[c] + Pimeloyl-[acyl-carrier protein] methyl ester[c] => Methanol[c] + Pimeloyl-[acyl-carrier protein][c] 	b3412	  0.00	1000.00	  0.00
PMPK	4-Amino-2-methyl-5-phosphomethylpyrimidine[c] + ATP C10H12N5O13P3[c] => 2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate[c] + ADP C10H12N5O10P2[c] 	b2103	  0.00	1000.00	  0.00
PNSPA	GMP-N-?-(N-?-acetyl lysine methyl ester) 5'-phosphoramidate[c] + H2O H2O[c] => GMP C10H12N5O8P[c] + N-?-acetyl lysine methyl ester[c] 	b1103	  0.00	1000.00	  0.00
PNTK	ATP C10H12N5O13P3[c] + (R)-Pantothenate[c] => D-4'-Phosphopantothenate[c] + ADP C10H12N5O10P2[c] + H+[c] 	b3974	  0.00	1000.00	  0.00
PNTOt4pp	Sodium[p] + (R)-Pantothenate[p] => Sodium[c] + (R)-Pantothenate[c] 	b3258	  0.00	1000.00	  0.00
PNTOtex	(R)-Pantothenate[e] <=> (R)-Pantothenate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
POAACR	Nicotinamide adenine dinucleotide - reduced[c] + Peroxyaminoacrylate[c] => 3-Aminoacrylate[c] + H2O H2O[c] + Nicotinamide adenine dinucleotide[c] 	b1010	  0.00	1000.00	  0.00
POR5	Coenzyme A[c] + 2 Flavodoxin semi oxidized[c] + Pyruvate[c] <=> Acetyl-CoA[c] + CO2 CO2[c] + 2 Flavodoxin reduced[c] + H+[c] 	(b1378 and b0684) or (b1378 and b2895)	-1000.00	1000.00	  0.00
POX	H2O H2O[c] + Pyruvate[c] + Ubiquinone-8[c] => Acetate[c] + CO2 CO2[c] + Ubiquinol-8[c] 	b0871	  0.00	1000.00	  0.00
PPA	H2O H2O[c] + Diphosphate[c] => H+[c] + 2 Phosphate[c] 	b2744 or b2502 or b4226	  0.00	1000.00	  0.00
PPA2	H2O H2O[c] + Inorganic triphosphate[c] => H+[c] + Phosphate[c] + Diphosphate[c] 	b2502 or b2744	  0.00	1000.00	  0.00
PPAKr	ADP C10H12N5O10P2[c] + Propanoyl phosphate[c] <=> ATP C10H12N5O13P3[c] + Propionate (n-C3:0)[c] 	b3115	-1000.00	1000.00	  0.00
PPALtex	Propanal[e] <=> Propanal[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
PPALtpp	Propanal[c] <=> Propanal[p] 		-1000.00	1000.00	  0.00
PPAt4pp	Sodium[p] + Propionate (n-C3:0)[p] => Sodium[c] + Propionate (n-C3:0)[c] 	b1015	  0.00	1000.00	  0.00
PPAtex	Propionate (n-C3:0)[e] <=> Propionate (n-C3:0)[p] 	b0241 or b1377 or b0929 or b2215	-1000.00	1000.00	  0.00
PPBNGS	2 5-Amino-4-oxopentanoate[c] => 2 H2O H2O[c] + H+[c] + Porphobilinogen[c] 	b0369	  0.00	1000.00	  0.00
PPC	CO2 CO2[c] + H2O H2O[c] + Phosphoenolpyruvate[c] => H+[c] + Oxaloacetate[c] + Phosphate[c] 	b3956	  0.00	1000.00	  0.00
PPCDC	N-((R)-4-Phosphopantothenoyl)-L-cysteine[c] + H+[c] => CO2 CO2[c] + Pantetheine 4'-phosphate[c] 	b3639	  0.00	1000.00	  0.00
PPCK	ATP C10H12N5O13P3[c] + Oxaloacetate[c] => ADP C10H12N5O10P2[c] + CO2 CO2[c] + Phosphoenolpyruvate[c] 	b3403	  0.00	1000.00	  0.00
PPCSCT	Propanoyl-CoA[c] + Succinate[c] => Propionate (n-C3:0)[c] + Succinyl-CoA[c] 	b2920	  0.00	1000.00	  0.00
PPDOy	H+[c] + D-Lactaldehyde[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => (R)-Propane-1,2-diol[c] + Nicotinamide adenine dinucleotide phosphate[c] 	b0325	  0.00	1000.00	  0.00
PPGPPDP	H2O H2O[c] + Guanosine 3',5'-bis(diphosphate)[c] => GDP C10H12N5O11P2[c] + Diphosphate[c] 	b3650	  0.00	1000.00	  0.00
PPK	ATP C10H12N5O13P3[c] + Phosphate[c] => ADP C10H12N5O10P2[c] + Diphosphate[c] 	b2501	  0.00	1000.00	  0.00
PPK2	ATP C10H12N5O13P3[c] + Diphosphate[c] => ADP C10H12N5O10P2[c] + Inorganic triphosphate[c] 	b2501	  0.00	1000.00	  0.00
PPM	Alpha-D-Ribose 1-phosphate[c] <=> Alpha-D-Ribose 5-phosphate[c] 	b4383	-1000.00	1000.00	  0.00
PPM2	2-Deoxy-D-ribose 1-phosphate[c] <=> 2-Deoxy-D-ribose 5-phosphate[c] 	b4383	-1000.00	1000.00	  0.00
PPNCL2	D-4'-Phosphopantothenate[c] + CTP C9H12N3O14P3[c] + L-Cysteine[c] => N-((R)-4-Phosphopantothenoyl)-L-cysteine[c] + CMP C9H12N3O8P[c] + H+[c] + Diphosphate[c] 	b3639	  0.00	1000.00	  0.00
PPND	Nicotinamide adenine dinucleotide[c] + Prephenate[c] => 3-(4-Hydroxyphenyl)pyruvate[c] + CO2 CO2[c] + Nicotinamide adenine dinucleotide - reduced[c] 	b2600	  0.00	1000.00	  0.00
PPNDH	H+[c] + Prephenate[c] => CO2 CO2[c] + H2O H2O[c] + Phenylpyruvate[c] 	b2599	  0.00	1000.00	  0.00
PPPGO	1.5 O2 O2[c] + Protoporphyrinogen IX[c] => 3 H2O H2O[c] + Protoporphyrin[c] 	b3850	  0.00	1000.00	  0.00
PPPGO3	3 Fumarate[c] + Protoporphyrinogen IX[c] => Protoporphyrin[c] + 3 Succinate[c] 	b3850	  0.00	1000.00	  0.00
PPPNDO	H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + O2 O2[c] + Phenylpropanoate[c] => Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol[c] + Nicotinamide adenine dinucleotide[c] 	b2542 and b2538 and b2540 and b2539	  0.00	1000.00	  0.00
PPPNt2rpp	H+[p] + Phenylpropanoate[p] <=> H+[c] + Phenylpropanoate[c] 	b2536	-1000.00	1000.00	  0.00
PPPNtex	Phenylpropanoate[e] <=> Phenylpropanoate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
PPS	ATP C10H12N5O13P3[c] + H2O H2O[c] + Pyruvate[c] => AMP C10H12N5O7P[c] + 2 H+[c] + Phosphoenolpyruvate[c] + Phosphate[c] 	b1702	  0.00	1000.00	  0.00
PPTHpp	H2O H2O[p] + Phosphonate[p] => Hydrogen[p] + Phosphate[p] 	b0383	  0.00	1000.00	  0.00
PPTtex	Phosphonate[e] <=> Phosphonate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
PRAGSr	ATP C10H12N5O13P3[c] + Glycine[c] + 5-Phospho-beta-D-ribosylamine[c] <=> ADP C10H12N5O10P2[c] + N1-(5-Phospho-D-ribosyl)glycinamide[c] + H+[c] + Phosphate[c] 	b4005	-1000.00	1000.00	  0.00
PRAIS	ATP C10H12N5O13P3[c] + 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine[c] => ADP C10H12N5O10P2[c] + 5-amino-1-(5-phospho-D-ribosyl)imidazole[c] + 2 H+[c] + Phosphate[c] 	b2499	  0.00	1000.00	  0.00
PRAIi	N-(5-Phospho-D-ribosyl)anthranilate[c] => 1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c] 	b1262	  0.00	1000.00	  0.00
PRAMPC	H2O H2O[c] + 1-(5-Phosphoribosyl)-AMP[c] => 1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide[c] 	b2026	  0.00	1000.00	  0.00
PRASCSi	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate[c] + L-Aspartate[c] + ATP C10H12N5O13P3[c] => (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate[c] + ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] 	b2476	  0.00	1000.00	  0.00
PRATPP	H2O H2O[c] + 1-(5-Phosphoribosyl)-ATP[c] => H+[c] + Diphosphate[c] + 1-(5-Phosphoribosyl)-AMP[c] 	b2026	  0.00	1000.00	  0.00
PRCPD	H2O H2O[c] + 5-phospho-?-D-ribose 1,2-cyclic phosphate[c] => H+[c] + D-Ribose 1,5-bisphosphate[c] 	b4092	  0.00	1000.00	  0.00
PRFGS	ATP C10H12N5O13P3[c] + N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide[c] + L-Glutamine[c] + H2O H2O[c] => ADP C10H12N5O10P2[c] + 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine[c] + L-Glutamate[c] + H+[c] + Phosphate[c] 	b2557	  0.00	1000.00	  0.00
PRMICI	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide[c] <=> 5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide[c] 	b2024	-1000.00	1000.00	  0.00
PROD3	L-Proline[c] + Ubiquinone-8[c] => 1-Pyrroline-5-carboxylate[c] + H+[c] + Ubiquinol-8[c] 	b1014	  0.00	1000.00	  0.00
PROGLYabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + L-Prolinylglycine[p] => ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] + L-Prolinylglycine[c] 	b3544 and b3542 and b3540 and b3541 and b3543	  0.00	1000.00	  0.00
PROGLYtex	L-Prolinylglycine[e] <=> L-Prolinylglycine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
PROabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + L-Proline[p] => ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] + L-Proline[c] 	b2677 and b2678 and b2679	  0.00	1000.00	  0.00
PROt2rpp	H+[p] + L-Proline[p] <=> H+[c] + L-Proline[c] 	b4111 or b0402	-1000.00	1000.00	  0.00
PROt4pp	Sodium[p] + L-Proline[p] => Sodium[c] + L-Proline[c] 	b1015	  0.00	1000.00	  0.00
PROtex	L-Proline[e] <=> L-Proline[p] 	b1377 or b2215 or b0241 or b0929	-1000.00	1000.00	  0.00
PRPPS	ATP C10H12N5O13P3[c] + Alpha-D-Ribose 5-phosphate[c] <=> AMP C10H12N5O7P[c] + H+[c] + 5-Phospho-alpha-D-ribose 1-diphosphate[c] 	b1207	-1000.00	1000.00	  0.00
PSCLYSt2pp	H+[p] + Psicoselysine[p] => H+[c] + Psicoselysine[c] 	b3370	  0.00	1000.00	  0.00
PSCLYStex	Psicoselysine[e] <=> Psicoselysine[p] 	b0929 or b2215 or b1377 or b0241	-1000.00	1000.00	  0.00
PSCVT	Phosphoenolpyruvate[c] + Shikimate 5-phosphate[c] <=> 5-O-(1-Carboxyvinyl)-3-phosphoshikimate[c] + Phosphate[c] 	b0908	-1000.00	1000.00	  0.00
PSD120	H+[c] + Phosphatidylserine (didodecanoyl, n-C12:0)[c] => CO2 CO2[c] + Phosphatidylethanolamine (didodecanoyl, n-C12:0)[c] 	b4160	  0.00	1000.00	  0.00
PSD140	H+[c] + Phosphatidylserine (ditetradecanoyl, n-C14:0)[c] => CO2 CO2[c] + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)[c] 	b4160	  0.00	1000.00	  0.00
PSD141	H+[c] + Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)[c] => CO2 CO2[c] + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)[c] 	b4160	  0.00	1000.00	  0.00
PSD160	H+[c] + Phosphatidylserine (dihexadecanoyl, n-C16:0)[c] => CO2 CO2[c] + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)[c] 	b4160	  0.00	1000.00	  0.00
PSD161	H+[c] + Phosphatidylserine (dihexadec-9-enoyl, n-C16:1)[c] => CO2 CO2[c] + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)[c] 	b4160	  0.00	1000.00	  0.00
PSD180	H+[c] + Phosphatidylserine (dioctadecanoyl, n-C18:0)[c] => CO2 CO2[c] + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)[c] 	b4160	  0.00	1000.00	  0.00
PSD181	H+[c] + Phosphatidylserine (dioctadec-11-enoyl, n-C18:1)[c] => CO2 CO2[c] + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)[c] 	b4160	  0.00	1000.00	  0.00
PSERT	3-Phosphohydroxypyruvate[c] + L-Glutamate[c] => 2-Oxoglutarate[c] + O-Phospho-L-serine[c] 	b0907	  0.00	1000.00	  0.00
PSERtex	O-Phospho-L-serine[e] <=> O-Phospho-L-serine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
PSP_L	H2O H2O[c] + O-Phospho-L-serine[c] => Phosphate[c] + L-Serine[c] 	b4388	  0.00	1000.00	  0.00
PSP_Lpp	H2O H2O[p] + O-Phospho-L-serine[p] => Phosphate[p] + L-Serine[p] 	b4055 or b0383	  0.00	1000.00	  0.00
PSSA120	CDP-1,2-didodecanoylglycerol[c] + L-Serine[c] => CMP C9H12N3O8P[c] + H+[c] + Phosphatidylserine (didodecanoyl, n-C12:0)[c] 	b2585	  0.00	1000.00	  0.00
PSSA140	CDP-1,2-ditetradecanoylglycerol[c] + L-Serine[c] => CMP C9H12N3O8P[c] + H+[c] + Phosphatidylserine (ditetradecanoyl, n-C14:0)[c] 	b2585	  0.00	1000.00	  0.00
PSSA141	CDP-1,2-ditetradec-7-enoylglycerol[c] + L-Serine[c] => CMP C9H12N3O8P[c] + H+[c] + Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)[c] 	b2585	  0.00	1000.00	  0.00
PSSA160	CDP-1,2-dihexadecanoylglycerol[c] + L-Serine[c] => CMP C9H12N3O8P[c] + H+[c] + Phosphatidylserine (dihexadecanoyl, n-C16:0)[c] 	b2585	  0.00	1000.00	  0.00
PSSA161	CDP-1,2-dihexadec-9-enoylglycerol[c] + L-Serine[c] => CMP C9H12N3O8P[c] + H+[c] + Phosphatidylserine (dihexadec-9-enoyl, n-C16:1)[c] 	b2585	  0.00	1000.00	  0.00
PSSA180	CDP-1,2-dioctadecanoylglycerol[c] + L-Serine[c] => CMP C9H12N3O8P[c] + H+[c] + Phosphatidylserine (dioctadecanoyl, n-C18:0)[c] 	b2585	  0.00	1000.00	  0.00
PSSA181	CDP-1,2-dioctadec-11-enoylglycerol[c] + L-Serine[c] => CMP C9H12N3O8P[c] + H+[c] + Phosphatidylserine (dioctadec-11-enoyl, n-C18:1)[c] 	b2585	  0.00	1000.00	  0.00
PSURIK	ATP C10H12N5O13P3[c] + Pseudouridine[c] => ADP C10H12N5O10P2[c] + H+[c] + Pseudouridine 5  phosphate C9H11N2O9P[c] 	b2166	  0.00	1000.00	  0.00
PSURItex	Pseudouridine[e] <=> Pseudouridine[p] 	b0929 or b1377 or b2215 or b0241	-1000.00	1000.00	  0.00
PSURItpp	Pseudouridine[p] => Pseudouridine[c] 	b2164	  0.00	1000.00	  0.00
PTA2	Phosphate[c] + Propanoyl-CoA[c] => Coenzyme A[c] + Propanoyl phosphate[c] 	b2297	  0.00	1000.00	  0.00
PTAr	Acetyl-CoA[c] + Phosphate[c] <=> Acetyl phosphate[c] + Coenzyme A[c] 	b2297 or b2458	-1000.00	1000.00	  0.00
PTHRpp	H2O H2O[p] + L-Threonine O-3-phosphate[p] => Phosphate[p] + L-Threonine[p] 	b4055 or b0383	  0.00	1000.00	  0.00
PTPATi	ATP C10H12N5O13P3[c] + H+[c] + Pantetheine 4'-phosphate[c] => Dephospho-CoA[c] + Diphosphate[c] 	b3634	  0.00	1000.00	  0.00
PTRCORNt7pp	Ornithine[c] + Putrescine[p] <=> Ornithine[p] + Putrescine[c] 	b0692	-1000.00	1000.00	  0.00
PTRCTA	2-Oxoglutarate[c] + Putrescine[c] => 4-Aminobutanal[c] + L-Glutamate[c] 	b3073	  0.00	1000.00	  0.00
PTRCabcpp	ATP C10H12N5O13P3[c] + H2O H2O[c] + Putrescine[p] => ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] + Putrescine[c] 	(b0854 and b0855 and b0857 and b0856) or (b1440 and b1442 and b1441 and b1443) or (b1125 and b1126 and b1124 and b1123)	  0.00	1000.00	  0.00
PTRCt2pp	H+[p] + Putrescine[p] => H+[c] + Putrescine[c] 	b0692 or b1296 or b2014	  0.00	1000.00	  0.00
PTRCtex	Putrescine[e] <=> Putrescine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
PUACGAMS	Poly-?-1,6-N-acetyl-D-glucosamine[c] + UDP C9H11N2O12P2[c] <=> UDP-N-acetyl-D-glucosamine[c] 	b1021 and b1022	-1000.00	1000.00	  0.00
PUACGAMtr	Poly-?-1,6-N-acetyl-D-glucosamine[c] => Poly-?-1,6-N-acetyl-D-glucosamine[p] 	b1021 and b1022	  0.00	1000.00	  0.00
PUNP1	Adenosine[c] + Phosphate[c] <=> Adenine[c] + Alpha-D-Ribose 1-phosphate[c] 	b4384	-1000.00	1000.00	  0.00
PUNP2	Deoxyadenosine[c] + Phosphate[c] <=> 2-Deoxy-D-ribose 1-phosphate[c] + Adenine[c] 	b4384	-1000.00	1000.00	  0.00
PUNP3	Guanosine[c] + Phosphate[c] <=> Guanine[c] + Alpha-D-Ribose 1-phosphate[c] 	b2407 or b4384	-1000.00	1000.00	  0.00
PUNP4	Deoxyguanosine[c] + Phosphate[c] <=> 2-Deoxy-D-ribose 1-phosphate[c] + Guanine[c] 	b2407 or b4384	-1000.00	1000.00	  0.00
PUNP5	Inosine[c] + Phosphate[c] <=> Hypoxanthine[c] + Alpha-D-Ribose 1-phosphate[c] 	b2407 or b4384	-1000.00	1000.00	  0.00
PUNP6	Deoxyinosine[c] + Phosphate[c] <=> 2-Deoxy-D-ribose 1-phosphate[c] + Hypoxanthine[c] 	b4384 or b2407	-1000.00	1000.00	  0.00
PUNP7	Phosphate[c] + Xanthosine[c] <=> Alpha-D-Ribose 1-phosphate[c] + Xanthine[c] 	b2407	-1000.00	1000.00	  0.00
PYAM5PO	H2O H2O[c] + O2 O2[c] + Pyridoxamine 5'-phosphate[c] => Hydrogen peroxide[c] + Ammonium[c] + Pyridoxal 5'-phosphate[c] 	b1638	  0.00	1000.00	  0.00
PYDAMK	ATP C10H12N5O13P3[c] + Pyridoxamine[c] => ADP C10H12N5O10P2[c] + H+[c] + Pyridoxamine 5'-phosphate[c] 	b2418	  0.00	1000.00	  0.00
PYDAMtex	Pyridoxamine[e] <=> Pyridoxamine[p] 	b2215 or b0929 or b1377 or b0241	-1000.00	1000.00	  0.00
PYDAMtpp	Pyridoxamine[p] => Pyridoxamine[c] 		  0.00	1000.00	  0.00
PYDXK	ATP C10H12N5O13P3[c] + Pyridoxal[c] => ADP C10H12N5O10P2[c] + H+[c] + Pyridoxal 5'-phosphate[c] 	b2418 or b1636	  0.00	1000.00	  0.00
PYDXNK	ATP C10H12N5O13P3[c] + Pyridoxine[c] => ADP C10H12N5O10P2[c] + H+[c] + Pyridoxine 5'-phosphate[c] 	b2418	  0.00	1000.00	  0.00
PYDXNtex	Pyridoxine[e] <=> Pyridoxine[p] 	b2215 or b0929 or b1377 or b0241	-1000.00	1000.00	  0.00
PYDXNtpp	Pyridoxine[p] => Pyridoxine[c] 		  0.00	1000.00	  0.00
PYDXPP	H2O H2O[c] + Pyridoxal 5'-phosphate[c] => Phosphate[c] + Pyridoxal[c] 	b0446 or b3826 or b0766 or b0675	  0.00	1000.00	  0.00
PYDXtex	Pyridoxal[e] <=> Pyridoxal[p] 	b2215 or b0929 or b1377 or b0241	-1000.00	1000.00	  0.00
PYDXtpp	Pyridoxal[p] => Pyridoxal[c] 		  0.00	1000.00	  0.00
PYK	ADP C10H12N5O10P2[c] + H+[c] + Phosphoenolpyruvate[c] => ATP C10H12N5O13P3[c] + Pyruvate[c] 	b1854 or b1676	  0.00	1000.00	  0.00
