Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_2652	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2653	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2654	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2655	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2656	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2657	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2658	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2659	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2660	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2661	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2662	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2663	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2664	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2665	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2666	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2667	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2668	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2669	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2670	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2671	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2672	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2673	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2674	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2675	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2676	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2677	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2678	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2679	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2680	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2681	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2682	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2683	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2684	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2685	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2686	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2687	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2688	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2689	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2690	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2691	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2692	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2693	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2694	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2695	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2696	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2697	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2698	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2699	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2700	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2701	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2702	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2703	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2704	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2705	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2706	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2707	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2708	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2709	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2710	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2711	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2712	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2713	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2714	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2715	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2716	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2717	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2718	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2719	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2720	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2721	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2722	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2723	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2724	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2725	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2726	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2727	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2728	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:0)[mm] + cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2729	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (16:1)[mm] + cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2730	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:0)[mm] + cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2731	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> 1-acylglycerophosphocholine (18:1)[mm] + cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2732	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2733	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2734	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2735	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2736	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:0, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2737	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-16:1, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (16:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2738	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:0, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2739	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)[mm] + phosphatidylcholine (1-18:1, 2-18:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)[mm] + 1-acylglycerophosphocholine (18:1)[mm] 	YPR140W	-1000.00	1000.00	  0.00
r_2740	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1)[mm] + phosphatidylcholine (1-16:0, 2-16:1)[mm] <=> cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)[mm] + 1-acylglycerophosphocholine (16:0)[mm] 	YPR140W	-1000.00	1000.00	  0.00
